"No.","Time","Source","Destination","Protocol","Length","Info"
"436","14.745266","162.247.243.22","192.168.29.21","TCP","54","443  >  53722 [ACK] Seq=1 Ack=269 Win=147456 Len=0"
"437","14.745363","162.247.243.22","192.168.29.21","TLSv1.3","1510","Server Hello, Change Cipher Spec, Application Data"
"438","14.745363","162.247.243.22","192.168.29.21","TCP","1510","443  >  53722 [PSH, ACK] Seq=1457 Ack=269 Win=147456 Len=1456 [TCP PDU reassembled in 439]"
"439","14.745363","162.247.243.22","192.168.29.21","TLSv1.3","1126","Application Data, Application Data, Application Data"
"440","14.745497","192.168.29.21","162.247.243.22","TCP","54","53722  >  443 [ACK] Seq=269 Ack=3985 Win=65280 Len=0"
"441","14.753398","192.168.29.21","162.247.243.22","TLSv1.3","118","Change Cipher Spec, Application Data"
"442","14.753766","192.168.29.21","162.247.243.22","TLSv1.3","1262","Application Data"
"443","14.753883","192.168.29.21","162.247.243.22","TLSv1.3","732","Application Data"
"444","14.771038","192.168.29.21","224.0.0.22","IGMPv3","54","Membership Report / Join group 239.255.102.18 for any sources"
"445","14.778164","162.247.243.22","192.168.29.21","TCP","54","443  >  53722 [ACK] Seq=3985 Ack=333 Win=147456 Len=0"
"446","14.778164","162.247.243.22","192.168.29.21","TCP","54","443  >  53722 [ACK] Seq=3985 Ack=2219 Win=152064 Len=0"
"447","14.802947","192.168.29.21","192.168.29.240","TCP","164","50730  >  8009 [PSH, ACK] Seq=221 Ack=2847 Win=254 Len=110 [TCP PDU reassembled in 1052]"
"448","14.808184","192.168.29.240","192.168.29.21","TCP","60","8009  >  50730 [ACK] Seq=2847 Ack=331 Win=1552 Len=0"
"449","14.808184","192.168.29.240","192.168.29.21","TCP","164","8009  >  50730 [PSH, ACK] Seq=2847 Ack=331 Win=1552 Len=110"
"450","14.851721","192.168.29.21","192.168.29.240","TCP","54","50730  >  8009 [ACK] Seq=331 Ack=2957 Win=254 Len=0"
"451","15.358964","162.247.241.2","192.168.29.21","TCP","54","[TCP Keep-Alive] 443  >  50731 [ACK] Seq=634 Ack=1 Win=16 Len=0"
"452","15.358964","162.247.243.22","192.168.29.21","TLSv1.3","461","Application Data, Application Data"
"453","15.359028","192.168.29.21","162.247.241.2","TCP","54","[TCP Keep-Alive ACK] 50731  >  443 [ACK] Seq=1 Ack=635 Win=509 Len=0"
"454","15.406901","192.168.29.21","162.247.243.22","TCP","54","53722  >  443 [ACK] Seq=2219 Ack=4392 Win=65024 Len=0"
"455","16.074694","13.107.42.14","192.168.29.21","TLSv1.2","100","Application Data"
"456","16.078294","192.168.29.21","13.107.42.14","TLSv1.2","96","Application Data"
"457","16.078460","192.168.29.21","13.107.42.14","TLSv1.2","96","Application Data"
"458","16.087439","13.107.42.14","192.168.29.21","TCP","54","443  >  50891 [ACK] Seq=274 Ack=7619 Win=16383 Len=0"
"459","16.087439","13.107.42.14","192.168.29.21","TCP","54","443  >  50891 [ACK] Seq=274 Ack=7661 Win=16383 Len=0"
"460","16.586582","SkyworthDigi_59:ed:e9","Broadcast","ARP","42","Who has 192.168.29.22? Tell 192.168.29.1"
"461","16.588969","SkyworthDigi_59:ed:e9","AzureWaveTec_73:c9:f9","ARP","42","Who has 192.168.29.21? Tell 192.168.29.1"
"462","16.588999","AzureWaveTec_73:c9:f9","SkyworthDigi_59:ed:e9","ARP","42","192.168.29.21 is at 10:68:38:73:c9:f9"
"463","16.764355","192.168.29.21","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"464","16.812033","192.168.29.21","208.115.231.58","TCP","55","[TCP Keep-Alive] 50636  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"465","16.996326","208.115.231.58","192.168.29.21","TCP","66","[TCP Keep-Alive ACK] 443  >  50636 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"466","17.040557","192.168.29.21","162.247.243.20","TCP","1514","53717  >  443 [ACK] Seq=4204 Ack=4651 Win=65280 Len=1460 [TCP PDU reassembled in 468]"
"467","17.040557","192.168.29.21","162.247.243.20","TCP","1514","53717  >  443 [ACK] Seq=5664 Ack=4651 Win=65280 Len=1460 [TCP PDU reassembled in 468]"
"468","17.040557","192.168.29.21","162.247.243.20","TLSv1.3","996","Application Data"
"469","17.155735","192.168.29.21","162.247.243.20","TCP","1514","[TCP Retransmission] 53717  >  443 [PSH, ACK] Seq=6606 Ack=4651 Win=65280 Len=1460 [TCP PDU reassembled in 468]"
"470","17.166086","162.247.243.20","192.168.29.21","TCP","54","443  >  53717 [ACK] Seq=4651 Ack=8066 Win=162816 Len=0"
"471","17.187929","162.247.243.20","192.168.29.21","TCP","66","[TCP Dup ACK 470#1] 443  >  53717 [ACK] Seq=4651 Ack=8066 Win=162816 Len=0 SLE=6606 SRE=8066"
"472","17.252788","192.168.29.21","142.251.12.188","TCP","55","52202  >  5228 [ACK] Seq=1 Ack=1 Win=253 Len=1"
"473","17.277631","162.247.243.20","192.168.29.21","TLSv1.3","276","Application Data, Application Data"
"474","17.332977","192.168.29.21","162.247.243.20","TCP","54","53717  >  443 [ACK] Seq=8066 Ack=4873 Win=65024 Len=0"
"475","17.343464","142.251.12.188","192.168.29.21","TCP","66","5228  >  52202 [ACK] Seq=1 Ack=2 Win=1047 Len=0 SLE=1 SRE=2"
"476","17.815119","fe80::fe7a:58ff:fe59:ede9","ff02::1","ICMPv6","142","Router Advertisement from fc:7a:58:59:ed:e9"
"477","18.048877","192.168.29.21","162.247.243.20","TCP","1514","53717  >  443 [ACK] Seq=8066 Ack=4873 Win=65024 Len=1460 [TCP PDU reassembled in 479]"
"478","18.048877","192.168.29.21","162.247.243.20","TCP","1514","53717  >  443 [ACK] Seq=9526 Ack=4873 Win=65024 Len=1460 [TCP PDU reassembled in 479]"
"479","18.048877","192.168.29.21","162.247.243.20","TLSv1.3","1252","Application Data"
"480","18.049122","192.168.29.21","162.247.243.20","TCP","1514","53717  >  443 [ACK] Seq=12184 Ack=4873 Win=65024 Len=1460 [TCP PDU reassembled in 484]"
"481","18.049122","192.168.29.21","162.247.243.20","TCP","1514","53717  >  443 [ACK] Seq=13644 Ack=4873 Win=65024 Len=1460 [TCP PDU reassembled in 484]"
"482","18.049122","192.168.29.21","162.247.243.20","TCP","1514","53717  >  443 [ACK] Seq=15104 Ack=4873 Win=65024 Len=1460 [TCP PDU reassembled in 484]"
"483","18.049122","192.168.29.21","162.247.243.20","TCP","1514","53717  >  443 [ACK] Seq=16564 Ack=4873 Win=65024 Len=1460 [TCP PDU reassembled in 484]"
"484","18.049122","192.168.29.21","162.247.243.20","TLSv1.3","1352","Application Data"
"485","18.049291","192.168.29.21","162.247.243.20","TCP","1514","53717  >  443 [ACK] Seq=19322 Ack=4873 Win=65024 Len=1460 [TCP PDU reassembled in 488]"
"486","18.049291","192.168.29.21","162.247.243.20","TCP","1514","53717  >  443 [ACK] Seq=20782 Ack=4873 Win=65024 Len=1460 [TCP PDU reassembled in 488]"
"487","18.049291","192.168.29.21","162.247.243.20","TCP","1514","53717  >  443 [ACK] Seq=22242 Ack=4873 Win=65024 Len=1460 [TCP PDU reassembled in 488]"
"488","18.049291","192.168.29.21","162.247.243.20","TLSv1.3","705","Application Data"
"489","18.122935","162.247.243.20","192.168.29.21","TCP","54","443  >  53717 [ACK] Seq=4873 Ack=12184 Win=171008 Len=0"
"490","18.122935","162.247.243.20","192.168.29.21","TCP","54","443  >  53717 [ACK] Seq=4873 Ack=19322 Win=185344 Len=0"
"491","18.122935","162.247.243.20","192.168.29.21","TCP","54","443  >  53717 [ACK] Seq=4873 Ack=24353 Win=195584 Len=0"
"492","18.839403","SkyworthDigi_59:ed:e9","Broadcast","ARP","42","Who has 192.168.29.216? Tell 192.168.29.1"
"493","19.147538","162.247.243.20","192.168.29.21","TLSv1.3","276","Application Data, Application Data"
"494","19.191649","192.168.29.21","162.247.243.20","TCP","54","53717  >  443 [ACK] Seq=24353 Ack=5095 Win=64768 Len=0"
"495","19.624405","192.168.29.21","192.168.29.240","TCP","164","51815  >  8009 [PSH, ACK] Seq=331 Ack=2957 Win=254 Len=110 [TCP PDU reassembled in 1054]"
"496","19.624765","192.168.29.21","192.168.29.240","TCP","164","52208  >  8009 [PSH, ACK] Seq=975 Ack=3269 Win=253 Len=110"
"497","19.819744","192.168.29.21","192.168.29.240","TCP","164","50730  >  8009 [PSH, ACK] Seq=331 Ack=2957 Win=254 Len=110 [TCP PDU reassembled in 1052]"
"498","19.851809","192.168.29.21","192.168.29.240","TCP","164","[TCP Retransmission] 52208  >  8009 [PSH, ACK] Seq=975 Ack=3269 Win=253 Len=110"
"499","19.882941","192.168.29.21","192.168.29.240","TCP","164","[TCP Retransmission] 51815  >  8009 [PSH, ACK] Seq=331 Ack=2957 Win=254 Len=110 [TCP PDU reassembled in 1054]"
"500","19.927009","192.168.29.21","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"501","20.077074","192.168.29.21","192.168.29.240","TCP","164","[TCP Retransmission] 50730  >  8009 [PSH, ACK] Seq=331 Ack=2957 Win=254 Len=110 [TCP PDU reassembled in 1052]"
"502","20.158993","192.168.29.21","192.168.29.240","TCP","164","[TCP Retransmission] 52208  >  8009 [PSH, ACK] Seq=975 Ack=3269 Win=253 Len=110"
"503","20.190605","192.168.29.21","192.168.29.240","TCP","164","[TCP Retransmission] 51815  >  8009 [PSH, ACK] Seq=331 Ack=2957 Win=254 Len=110 [TCP PDU reassembled in 1054]"
"504","20.385372","192.168.29.21","192.168.29.240","TCP","164","[TCP Retransmission] 50730  >  8009 [PSH, ACK] Seq=331 Ack=2957 Win=254 Len=110 [TCP PDU reassembled in 1052]"
"505","20.770280","192.168.29.21","192.168.29.240","TCP","164","[TCP Retransmission] 52208  >  8009 [PSH, ACK] Seq=975 Ack=3269 Win=253 Len=110"
"506","20.802458","192.168.29.21","192.168.29.240","TCP","164","[TCP Retransmission] 51815  >  8009 [PSH, ACK] Seq=331 Ack=2957 Win=254 Len=110 [TCP PDU reassembled in 1054]"
"507","20.932423","192.168.29.240","192.168.29.21","TCP","60","8009  >  52208 [ACK] Seq=3269 Ack=1085 Win=2738 Len=0"
"508","20.932423","192.168.29.240","192.168.29.21","TCP","60","8009  >  51815 [ACK] Seq=2957 Ack=441 Win=1506 Len=0"
"509","20.933165","192.168.29.21","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"510","20.996169","192.168.29.21","192.168.29.240","TCP","164","[TCP Retransmission] 50730  >  8009 [PSH, ACK] Seq=331 Ack=2957 Win=254 Len=110 [TCP PDU reassembled in 1052]"
"511","21.205967","192.168.29.240","192.168.29.21","TCP","60","8009  >  50730 [ACK] Seq=2957 Ack=441 Win=1552 Len=0"
"512","21.296863","192.168.29.240","224.0.0.22","IGMPv3","62","Membership Report / Join group 239.255.255.250 for any sources / Join group 224.0.0.251 for any sources"
"513","21.297313","192.168.29.240","192.168.29.21","TCP","164","8009  >  52208 [PSH, ACK] Seq=3269 Ack=1085 Win=2738 Len=110"
"514","21.298973","192.168.29.240","192.168.29.21","UDP","540","37988  >  58965 Len=498"
"515","21.298973","192.168.29.240","192.168.29.21","TCP","164","8009  >  51815 [PSH, ACK] Seq=2957 Ack=441 Win=1506 Len=110"
"516","21.298973","192.168.29.240","192.168.29.21","TCP","164","8009  >  50730 [PSH, ACK] Seq=2957 Ack=441 Win=1552 Len=110"
"517","21.348160","192.168.29.21","192.168.29.240","TCP","54","52208  >  8009 [ACK] Seq=1085 Ack=3379 Win=252 Len=0"
"518","21.348249","192.168.29.21","192.168.29.240","TCP","54","51815  >  8009 [ACK] Seq=441 Ack=3067 Win=253 Len=0"
"519","21.348271","192.168.29.21","192.168.29.240","TCP","54","50730  >  8009 [ACK] Seq=441 Ack=3067 Win=253 Len=0"
"520","21.943264","192.168.29.21","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"521","22.071677","192.168.29.240","192.168.29.21","UDP","540","42132  >  58965 Len=498"
"522","22.089161","192.168.29.21","162.247.243.20","TLSv1.3","1513","Application Data"
"523","22.218763","162.247.243.20","192.168.29.21","TCP","54","443  >  53717 [ACK] Seq=5095 Ack=25812 Win=198144 Len=0"
"524","22.261604","192.168.29.21","224.0.0.22","IGMPv3","54","Membership Report / Join group 239.255.255.250 for any sources"
"525","22.423652","162.247.243.20","192.168.29.21","TLSv1.3","271","Application Data, Application Data"
"526","22.423652","162.247.243.20","192.168.29.21","TLSv1.3","78","Application Data"
"527","22.423652","162.247.243.20","192.168.29.21","TCP","54","443  >  53717 [FIN, ACK] Seq=5336 Ack=25812 Win=198144 Len=0"
"528","22.423652","57.144.123.33","192.168.29.21","TCP","154","80  >  52165 [PSH, ACK] Seq=7707 Ack=979 Win=509 Len=100"
"529","22.423652","192.168.29.240","192.168.29.21","TCP","352","8009  >  51815 [PSH, ACK] Seq=3067 Ack=441 Win=1506 Len=298"
"530","22.423652","192.168.29.240","192.168.29.21","TCP","352","8009  >  52208 [PSH, ACK] Seq=3379 Ack=1085 Win=2738 Len=298"
"531","22.423833","192.168.29.21","162.247.243.20","TCP","54","53717  >  443 [ACK] Seq=25812 Ack=5337 Win=64512 Len=0"
"532","22.424073","192.168.29.21","162.247.243.20","TLSv1.3","78","Application Data"
"533","22.424789","192.168.29.21","162.247.243.20","TCP","54","53717  >  443 [FIN, ACK] Seq=25836 Ack=5337 Win=64512 Len=0"
"534","22.428046","192.168.29.21","57.144.123.33","TCP","125","52165  >  80 [PSH, ACK] Seq=979 Ack=7807 Win=253 Len=71"
"535","22.447832","162.247.243.20","192.168.29.21","TCP","54","443  >  53717 [RST] Seq=5337 Win=0 Len=0"
"536","22.450376","162.247.243.20","192.168.29.21","TCP","54","443  >  53717 [RST] Seq=5337 Win=0 Len=0"
"537","22.468401","192.168.29.21","192.168.29.240","TCP","54","51815  >  8009 [ACK] Seq=441 Ack=3365 Win=252 Len=0"
"538","22.468509","192.168.29.21","192.168.29.240","TCP","54","52208  >  8009 [ACK] Seq=1085 Ack=3677 Win=251 Len=0"
"539","22.532086","192.168.29.240","224.0.0.251","MDNS","296","Standard query response 0x0000 PTR Smart-2K-ATV4-ba82042dbc267716650db2f7a0b9226a._googlecast._tcp.local PTR Smart-2K-ATV4-ba82042dbc267716650db2f7a0b9226a._googlecast._tcp.local PTR Smart-2K-ATV4-ba82042dbc267716650db2f7a0b9226a._googlecast._tcp.local"
"540","22.532086","192.168.29.240","192.168.29.21","TCP","771","8009  >  51815 [PSH, ACK] Seq=3365 Ack=441 Win=1506 Len=717"
"541","22.532086","192.168.29.240","192.168.29.21","TCP","771","8009  >  52208 [PSH, ACK] Seq=3677 Ack=1085 Win=2738 Len=717"
"542","22.532086","192.168.29.240","192.168.29.21","TCP","771","[TCP Previous segment not captured] 8009  >  50730 [PSH, ACK] Seq=3365 Ack=441 Win=1552 Len=717"
"543","22.532086","57.144.123.33","192.168.29.21","TCP","54","80  >  52165 [ACK] Seq=7807 Ack=1050 Win=509 Len=0"
"544","22.532086","57.144.123.33","192.168.29.21","TCP","390","80  >  52165 [PSH, ACK] Seq=7807 Ack=1050 Win=509 Len=336"
"545","22.532086","192.168.29.240","224.0.0.251","MDNS","296","Standard query response 0x0000 PTR Smart-2K-ATV4-ba82042dbc267716650db2f7a0b9226a._googlecast._tcp.local PTR Smart-2K-ATV4-ba82042dbc267716650db2f7a0b9226a._googlecast._tcp.local PTR Smart-2K-ATV4-ba82042dbc267716650db2f7a0b9226a._googlecast._tcp.local"
"546","22.532086","192.168.29.240","192.168.29.21","TCP","352","8009  >  51815 [PSH, ACK] Seq=4082 Ack=441 Win=1506 Len=298"
"547","22.532086","192.168.29.240","192.168.29.21","TCP","352","8009  >  52208 [PSH, ACK] Seq=4394 Ack=1085 Win=2738 Len=298"
"548","22.532086","192.168.29.240","224.0.0.251","MDNS","182","Standard query response 0x0000 PTR Smart-2K-ATV4-ba82042dbc267716650db2f7a0b9226a._googlecast._tcp.local"
"549","22.532920","192.168.29.21","192.168.29.240","TCP","66","[TCP Dup ACK 519#1] 50730  >  8009 [ACK] Seq=441 Ack=3067 Win=253 Len=0 SLE=3365 SRE=4082"
"550","22.533982","192.168.29.21","192.168.29.240","TCP","54","51815  >  8009 [ACK] Seq=441 Ack=4380 Win=255 Len=0"
"551","22.534019","192.168.29.21","192.168.29.240","TCP","54","52208  >  8009 [ACK] Seq=1085 Ack=4692 Win=255 Len=0"
"552","22.544673","192.168.29.240","224.0.0.251","MDNS","182","Standard query response 0x0000 PTR Smart-2K-ATV4-ba82042dbc267716650db2f7a0b9226a._googlecast._tcp.local"
"553","22.544673","192.168.29.240","224.0.0.251","MDNS","296","Standard query response 0x0000 PTR Smart-2K-ATV4-ba82042dbc267716650db2f7a0b9226a._googlecast._tcp.local PTR Smart-2K-ATV4-ba82042dbc267716650db2f7a0b9226a._googlecast._tcp.local PTR Smart-2K-ATV4-ba82042dbc267716650db2f7a0b9226a._googlecast._tcp.local"
"554","22.546643","192.168.29.21","57.144.123.33","TCP","127","52165  >  80 [PSH, ACK] Seq=1050 Ack=8143 Win=252 Len=73"
"555","22.548435","192.168.29.240","192.168.29.21","TCP","1367","8009  >  50730 [PSH, ACK] Seq=4082 Ack=441 Win=1552 Len=1313"
"556","22.548435","192.168.29.240","192.168.29.21","TCP","1069","8009  >  51815 [PSH, ACK] Seq=4380 Ack=441 Win=1506 Len=1015"
"557","22.548435","192.168.29.240","192.168.29.21","TCP","1069","8009  >  52208 [PSH, ACK] Seq=4692 Ack=1085 Win=2738 Len=1015"
"558","22.548493","192.168.29.21","192.168.29.240","TCP","66","[TCP Dup ACK 519#2] 50730  >  8009 [ACK] Seq=441 Ack=3067 Win=253 Len=0 SLE=3365 SRE=5395"
"559","22.550100","192.168.29.21","192.168.29.240","TCP","530","52208  >  8009 [PSH, ACK] Seq=1085 Ack=5707 Win=252 Len=476"
"560","22.550248","192.168.29.21","192.168.29.240","TCP","222","52208  >  8009 [PSH, ACK] Seq=1561 Ack=5707 Win=252 Len=168"
"561","22.561187","192.168.29.240","192.168.29.21","TCP","60","8009  >  52208 [ACK] Seq=5707 Ack=1561 Win=2784 Len=0"
"562","22.561187","192.168.29.240","192.168.29.21","TCP","60","8009  >  52208 [ACK] Seq=5707 Ack=1729 Win=2784 Len=0"
"563","22.565543","192.168.29.240","192.168.29.21","TCP","211","8009  >  52208 [PSH, ACK] Seq=5707 Ack=1729 Win=2784 Len=157"
"564","22.571515","192.168.29.240","224.0.0.251","MDNS","296","Standard query response 0x0000 PTR Smart-2K-ATV4-ba82042dbc267716650db2f7a0b9226a._googlecast._tcp.local PTR Smart-2K-ATV4-ba82042dbc267716650db2f7a0b9226a._googlecast._tcp.local PTR Smart-2K-ATV4-ba82042dbc267716650db2f7a0b9226a._googlecast._tcp.local"
"565","22.574557","192.168.29.240","192.168.29.21","TCP","352","8009  >  51815 [PSH, ACK] Seq=5395 Ack=441 Win=1506 Len=298"
"566","22.574557","192.168.29.240","192.168.29.21","TCP","352","8009  >  52208 [PSH, ACK] Seq=5864 Ack=1729 Win=2784 Len=298"
"567","22.574557","192.168.29.240","192.168.29.21","TCP","352","8009  >  50730 [PSH, ACK] Seq=5395 Ack=441 Win=1552 Len=298"
"568","22.574557","192.168.29.240","224.0.0.251","MDNS","182","Standard query response 0x0000 PTR Smart-2K-ATV4-ba82042dbc267716650db2f7a0b9226a._googlecast._tcp.local"
"569","22.574557","192.168.29.240","192.168.29.21","TCP","210","8009  >  52208 [PSH, ACK] Seq=6162 Ack=1729 Win=2784 Len=156"
"570","22.575346","192.168.29.21","192.168.29.240","TCP","66","[TCP Dup ACK 519#3] 50730  >  8009 [ACK] Seq=441 Ack=3067 Win=253 Len=0 SLE=3365 SRE=5693"
"571","22.575404","192.168.29.21","192.168.29.240","TCP","54","52208  >  8009 [ACK] Seq=1729 Ack=6318 Win=255 Len=0"
"572","22.575419","192.168.29.21","192.168.29.240","TCP","54","51815  >  8009 [ACK] Seq=441 Ack=5693 Win=250 Len=0"
"573","22.581561","192.168.29.240","192.168.29.21","TCP","352","[TCP Fast Retransmission] 8009  >  50730 [PSH, ACK] Seq=3067 Ack=441 Win=1552 Len=298"
"574","22.581666","192.168.29.21","192.168.29.240","TCP","54","50730  >  8009 [ACK] Seq=441 Ack=5693 Win=255 Len=0"
"575","22.596854","57.144.123.33","192.168.29.21","TCP","54","80  >  52165 [ACK] Seq=8143 Ack=1123 Win=509 Len=0"
"576","22.770958","192.168.29.21","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"577","22.937411","SkyworthDigi_59:ed:e9","Broadcast","ARP","42","Who has 192.168.29.21? Tell 192.168.29.1"
"578","22.937458","AzureWaveTec_73:c9:f9","SkyworthDigi_59:ed:e9","ARP","42","192.168.29.21 is at 10:68:38:73:c9:f9"
"579","22.949435","192.168.29.21","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"580","23.092805","192.168.29.240","192.168.29.21","UDP","540","49700  >  58965 Len=498"
"581","23.220930","192.168.29.21","192.168.29.255","UDP","86","57621  >  57621 Len=44"
"582","23.340156","192.168.29.21","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"583","23.549639","fe80::fe7a:58ff:fe59:ede9","ff02::1:fff1:d7f2","ICMPv6","86","Neighbor Solicitation for 2405:201:c014:993b:43a:530f:26f1:d7f2 from fc:7a:58:59:ed:e9"
"584","23.561399","192.168.29.240","224.0.0.251","MDNS","208","Standard query response 0x0000 PTR e210d3342ae09c56._spotify-connect._tcp.local SRV 0 0 38309 e210d3342ae09c56.local TXT A 192.168.29.240"
"585","23.652656","192.168.29.240","224.0.0.251","MDNS","403","Standard query response 0x0000 PTR Smart-2K-ATV4-ba82042dbc267716650db2f7a0b9226a._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 ba82042d-bc26-7716-650d-b2f7a0b9226a.local A, cache flush 192.168.29.240"
"586","23.652656","192.168.29.240","224.0.0.251","MDNS","182","Standard query response 0x0000 PTR Smart-2K-ATV4-ba82042dbc267716650db2f7a0b9226a._googlecast._tcp.local"
"587","23.857026","SkyworthDigi_59:ed:e9","AzureWaveTec_73:c9:f9","ARP","42","Who has 192.168.29.21? Tell 192.168.29.1"
"588","23.857076","AzureWaveTec_73:c9:f9","SkyworthDigi_59:ed:e9","ARP","42","192.168.29.21 is at 10:68:38:73:c9:f9"
"589","23.870773","192.168.29.21","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"590","23.978970","192.168.29.240","192.168.29.21","UDP","540","44566  >  58167 Len=498"
"591","23.980047","192.168.29.21","192.168.29.240","TCP","66","53723  >  8008 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"592","23.991268","192.168.29.240","192.168.29.21","TCP","66","8008  >  53723 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=64"
"593","23.991467","192.168.29.21","192.168.29.240","TCP","54","53723  >  8008 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"594","23.991615","192.168.29.21","192.168.29.240","HTTP","239","GET /ssdp/device-desc.xml HTTP/1.1 "
"595","23.996940","192.168.29.240","192.168.29.21","TCP","60","8008  >  53723 [ACK] Seq=1 Ack=186 Win=88704 Len=0"
"596","23.998326","192.168.29.240","192.168.29.21","HTTP/XML","1248","HTTP/1.1 200 OK "
"597","24.023091","57.144.123.33","192.168.29.21","TCP","156","80  >  52165 [PSH, ACK] Seq=8143 Ack=1123 Win=509 Len=102"
"598","24.026362","192.168.29.21","57.144.123.33","TCP","111","52165  >  80 [PSH, ACK] Seq=1123 Ack=8245 Win=252 Len=57"
"599","24.043028","192.168.29.21","192.168.29.240","TCP","54","53723  >  8008 [ACK] Seq=186 Ack=1195 Win=64256 Len=0"
"600","24.054894","57.144.123.33","192.168.29.21","TCP","54","80  >  52165 [ACK] Seq=8245 Ack=1180 Win=509 Len=0"
"601","24.058109","192.168.29.21","192.168.29.240","TCP","54","53723  >  8008 [FIN, ACK] Seq=186 Ack=1195 Win=64256 Len=0"
"602","24.061094","192.168.29.21","192.168.29.240","TCP","66","53724  >  8008 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"603","24.061491","192.168.29.240","192.168.29.21","TCP","60","8008  >  53723 [FIN, ACK] Seq=1195 Ack=187 Win=88704 Len=0"
"604","24.061557","192.168.29.21","192.168.29.240","TCP","54","53723  >  8008 [ACK] Seq=187 Ack=1196 Win=64256 Len=0"
"605","24.063503","192.168.29.240","192.168.29.21","TCP","66","8008  >  53724 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=64"
"606","24.063555","192.168.29.21","192.168.29.240","TCP","54","53724  >  8008 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"607","24.063772","192.168.29.21","192.168.29.240","HTTP","248","GET /apps/com.spotify.Spotify.TVv2 HTTP/1.1 "
"608","24.070230","192.168.29.240","192.168.29.21","TCP","60","8008  >  53724 [ACK] Seq=1 Ack=195 Win=88704 Len=0"
"609","24.070230","192.168.29.240","192.168.29.21","HTTP","98","HTTP/1.1 404 Not Found "
"610","24.122694","192.168.29.21","192.168.29.240","TCP","54","53724  >  8008 [ACK] Seq=195 Ack=45 Win=65280 Len=0"
"611","24.122909","192.168.29.21","192.168.29.240","TCP","54","53724  >  8008 [FIN, ACK] Seq=195 Ack=45 Win=65280 Len=0"
"612","24.134615","192.168.29.240","192.168.29.21","TCP","60","8008  >  53724 [FIN, ACK] Seq=45 Ack=196 Win=88704 Len=0"
"613","24.134684","192.168.29.21","192.168.29.240","TCP","54","53724  >  8008 [ACK] Seq=196 Ack=46 Win=65280 Len=0"
"614","24.574999","140.82.112.21","192.168.29.21","TLSv1.3","78","Application Data"
"615","24.574999","140.82.112.21","192.168.29.21","TCP","54","443  >  53719 [FIN, ACK] Seq=4245 Ack=1906 Win=69632 Len=0"
"616","24.575085","192.168.29.21","140.82.112.21","TCP","54","53719  >  443 [ACK] Seq=1906 Ack=4246 Win=65280 Len=0"
"617","24.577760","192.168.29.240","224.0.0.251","MDNS","403","Standard query response 0x0000 PTR Smart-2K-ATV4-ba82042dbc267716650db2f7a0b9226a._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 ba82042d-bc26-7716-650d-b2f7a0b9226a.local A, cache flush 192.168.29.240"
"618","24.579230","192.168.29.240","224.0.0.251","MDNS","182","Standard query response 0x0000 PTR Smart-2K-ATV4-ba82042dbc267716650db2f7a0b9226a._googlecast._tcp.local"
"619","24.620828","192.168.29.21","20.212.88.117","TCP","55","51789  >  443 [ACK] Seq=1 Ack=1 Win=251 Len=1"
"620","24.778809","20.212.88.117","192.168.29.21","TCP","66","443  >  51789 [ACK] Seq=1 Ack=2 Win=251 Len=0 SLE=1 SRE=2"
"621","24.778809","57.144.123.33","192.168.29.21","TCP","238","80  >  52165 [PSH, ACK] Seq=8245 Ack=1180 Win=509 Len=184"
"622","24.779435","192.168.29.21","57.144.123.33","TCP","118","52165  >  80 [PSH, ACK] Seq=1180 Ack=8429 Win=251 Len=64"
"623","24.785138","57.144.123.33","192.168.29.21","TCP","54","80  >  52165 [ACK] Seq=8429 Ack=1244 Win=509 Len=0"
"624","24.983475","SkyworthDigi_59:ed:e9","Broadcast","ARP","42","Who has 192.168.29.240? Tell 192.168.29.1"
"625","25.406837","192.168.29.21","35.186.224.24","TCP","55","53671  >  443 [ACK] Seq=1 Ack=1 Win=253 Len=1"
"626","25.432581","35.186.224.24","192.168.29.21","TCP","66","443  >  53671 [ACK] Seq=1 Ack=2 Win=1046 Len=0 SLE=1 SRE=2"
